x2,x3,x4,x5,x6,x7,y
1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,-7.863345196195995e-07
0.021491247870788502,0.0352308039267761,0.25022496402270744,0.08676570054519783,0.10286436495965845,0.3060280425076267,-1.0682468856932064
0.04732656405151281,0.04151605766519354,0.18484668708834243,0.03933042146155378,0.3410962115914679,0.3947092926918813,-0.9376206675549584
0.03626372056765297,0.02716862696769285,0.2248124090514038,0.22911906568473073,0.4544953398740128,0.36377086121956775,-1.6058502945797972
0.057121536486967786,0.049518808092385264,0.23355927466471682,0.28361533231161196,0.0656641095720073,0.16444676373780628,-1.5212144845193891
0.0567985704895474,0.015418115518883935,0.23300077534377214,0.18327930301246625,0.46154908795160254,0.35615276708193155,-1.5147338247099906
0.02635562905769797,0.05933593631197773,0.03536519072352261,0.1453748398002075,0.05683806889362408,0.14286957910909498,-0.669870588650249
0.02658792766216029,0.0584448765547692,0.017185033232137603,0.07198584830148284,0.08389884646980733,0.4757347592502354,-0.48787996730071725
0.05811235046488341,0.021497081291386333,0.10913499943935319,0.17236821762613277,0.3010485490128336,0.35158850136003245,-1.0953347076952418
0.06748836540708696,0.048298217387649806,0.08918451259265683,0.18964721845404298,0.4678750689847866,0.02532101518149097,-0.9505335886845485
0.06255597049126221,0.059947893693621204,0.025600737568113194,0.2704706023823968,0.3175500897806791,0.19260638614870118,-1.0596205959140488
0.03146910041574501,0.03818967855206539,0.02899091125587927,0.2824950821606811,0.14885811274811753,0.09436870574221926,-0.9342829723717329
0.04005975743189497,0.04482122396063817,0.038470432533918936,0.07859994877187756,0.25043195934252654,0.3219888601686004,-0.5888591336063129
0.051007807764034664,0.01653425590411907,0.1826750295706967,0.2836737508145751,0.5036649857908093,0.37646840301420015,-1.6439757322252981
0.05276215034877132,0.037745223155797265,0.06657839905849665,0.042394521387443776,0.4689343548920034,0.4534301341494683,-0.6177424381216811
0.03221510826234822,0.0631811213382193,0.2563530556925455,0.22853164980027202,0.1009959249544564,0.5206585494237992,-1.6144767756307559
0.04367181504431889,0.03789901999810852,0.2891623383134236,0.14619075179609167,0.22082746104506942,0.41740021402445737,-1.4951079747641458
0.04018503961015206,0.03797296966722717,0.229441278125472,0.23566323470586986,0.28724675987708576,0.40982535812051835,-1.6257266318832917
0.010826205598595975,0.021760360520845977,0.2130544430468263,0.13639892233807,0.5126894117263295,0.34320366073882586,-1.2490349280980404
0.05636962001408029,0.012323829445779614,0.0904197646200207,0.029731559404120735,0.04057991890334787,0.04595906516397327,-0.411895832964013
0.06295848317404794,0.04695174378212733,0.21078828726596668,0.06998305432406404,0.15742904431207125,0.36736618425219153,-1.0543089997549848
0.03189322254548395,0.04387792036562003,0.19220536389446866,0.2620689217230359,0.30930876976668814,0.18704732331606608,-1.4991972038552155
0.04692380916639178,0.016493938292206363,0.047762001499793046,0.1596418101245943,0.38362812818837505,0.574362048384853,-0.8870227617473149
0.01452296696045443,0.054498017113036805,0.02814716269896795,0.24645738781393625,0.054650077605042965,0.1758832455190184,-0.9064844555037463
0.032129503477717876,0.021009003219920847,0.09545368111008828,0.0910140874109984,0.526608683635131,0.23636886511466515,-0.796115027002757
0.06598841280494111,0.030918530653257698,0.20434517652104703,0.19150095743343995,0.43283406804912145,0.41511255984124823,-1.5136204803055557
0.049082723455780325,0.03882894154766081,0.17485204259473905,0.15715986291086848,0.42058658487879413,0.26756007219740224,-1.2762611005831954
0.033832214943311484,0.04863562154123225,0.21084598350838746,0.04139278372831102,0.5972682524492535,0.40981620330781243,-1.065438752791099
0.05732382970343044,0.04729762336454696,0.2547060015533167,0.2636089471285321,0.20658864595758894,0.03168449727876222,-1.490466078849723
0.029010235646520062,0.05567160443099664,0.2354910307327246,0.08168276663032886,0.031501979289465375,0.12141468683477534,-0.9086683607176271
0.04408596234769889,0.027199134658270133,0.03768469412432749,0.26144619089776844,0.20930981474067833,0.5701013972683036,-1.1402661127058997
0.0621476564609346,0.039543163078602624,0.09593605983291223,0.11146902316789362,0.5694272260595489,0.41625154036870077,-0.978162899102906
0.036170461816398373,0.05091464311973016,0.09644661780057971,0.07577871269960722,0.42057015463439584,0.07114215391433949,-0.7184491358589289
0.058128878310045345,0.04059824037742558,0.18925341466379875,0.023769598962671112,0.030343546700569782,0.6081180728742811,-0.70295816999906
0.018626095094191424,0.05609270504375613,0.10354339045794661,0.19971290858997842,0.06962167905633271,0.48677148505672974,-1.1163523259941166
0.05225568784100302,0.02799625649681626,0.07026439334495325,0.10498207051273951,0.4204146396238379,0.5488476999049215,-0.8338824678145511
0.052274908033243535,0.04281289046271432,0.015152375761340493,0.15520542216045885,0.33007775910819426,0.20449236624467637,-0.7009186773406085
0.023127604461234748,0.024678771424011488,0.25163601904090827,0.10710598434974897,0.3785827691465372,0.16996165147558875,-1.2306606019969002
0.06549206523017105,0.036615893119285405,0.04113750361303792,0.10884101661698763,0.39724755876889306,0.4048197942766809,-0.7413742062779044
0.03652850111017506,0.058600886770075036,0.08057933287409172,0.2578977275477351,0.5330729331410727,0.04583096052548868,-1.0802534703059994
0.06455896660675246,0.01623210435957735,0.28789150117603685,0.07794507132219139,0.3470604443983616,0.3275576356786231,-1.3274663836220923
0.013588647385868836,0.02379916133373925,0.2418052924761365,0.019920727548770837,0.09944800624567535,0.1410670967676931,-0.7642612128058739
0.021057306600120437,0.05750588528791731,0.0786156451763246,0.04035947356834569,0.145887897920641,0.3335678399396525,-0.5497648593235913
0.012841411992563029,0.04399252305735983,0.024994510261981743,0.221865788453329,0.2740545354965595,0.13286168102867416,-0.8223565061369503
0.05049288912684546,0.05964505152894006,0.06969779837709299,0.03158021325223378,0.06761314269381583,0.12755775380633613,-0.44181351828052645
0.045677527333588944,0.06849602719203049,0.18989410684577546,0.11753467210980058,0.05617756343442538,0.2408104566660576,-1.0362101912526562
0.04199865644890874,0.0679134719740629,0.22452854218796875,0.26306060470832454,0.4149404744119896,0.42723789461398964,-1.7929995750715597
0.01259953942928194,0.06698216104369185,0.22028630904678329,0.20613875793687741,0.334751661543622,0.4767022437404627,-1.5428725824595855
0.04368602866049587,0.04310725980581935,0.025661392538169778,0.10068793707341252,0.2557596830531257,0.14314106569600238,-0.5580546412988945
0.02978017377041034,0.015552258450579722,0.1832217916803922,0.15513012667472784,0.30275449505745317,0.22065322327765619,-1.1661596171589648
0.04017805969007379,0.054425872334438706,0.10696969001703856,0.18966667425284306,0.3995562818074924,0.03313247344610176,-0.981322263509872
0.016713747865032474,0.04385789025928618,0.06091644092349944,0.09213548289450191,0.3593498754045906,0.39391276335427317,-0.703199727047063
0.04643166165373846,0.05475148912551926,0.12733840830229695,0.24212390957432528,0.27219705897522245,0.28460903061662096,-1.3523489537378808
0.04395672198856758,0.037323447641779875,0.08805058334789434,0.22930041650386115,0.09534335350852438,0.4680477392704607,-1.1667202526628204
