x2,x3,x4,x5,x6,x7,x8,x9,x10,y
1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.1055484901314605e-06
0.08277747199203403,0.11904465051557812,0.2828125538791698,0.07013710283706977,0.013771407056472987,0.08574156927808185,0.43469417859174264,0.10978507684925315,0.3785785952503045,0.5758382050237434
0.24640137078425903,0.10961502309252247,0.032010086831189284,0.08444862234242974,0.01779464704445847,0.02877865340582212,0.02635997872202723,0.384623884971722,0.4694048602519607,0.4825208800236178
0.17633659704992963,0.03516675786206722,0.19984975193652613,0.01865813614474511,0.033320251622365404,0.07392924222326647,0.019106409441227122,0.3802446867004926,0.40202487841062334,0.44270215860294215
0.3084362832753739,0.010827340754595178,0.38299287899929635,0.017891820256891084,0.07325749736189825,0.0836746318955461,0.18103304770322803,0.4668166935732354,0.17441913427782688,0.5879921080500661
0.30639082908756454,0.11235094493770298,0.06234849322187582,0.026570663427813168,0.08641826444916559,0.07425937548131516,0.28034794966328724,0.26985395165484727,0.06566230614536628,0.6136009877517254
0.11358526274814329,0.022848198275118727,0.2490125567857647,0.027239732357535774,0.05549994549593792,0.03682793375194288,0.34395483959357026,0.36435324083837034,0.23937497590163814,0.41730713999303193
0.11505648930795123,0.18778779361801823,0.33366047705345264,0.0417199256457871,0.07933112636403304,0.0691200936267168,0.4297310564996419,0.1271746293855684,0.16282648313685913,0.6069347836437178
0.3147114472760896,0.2155141362672799,0.06404516447322382,0.027710063398848787,0.04739574620706013,0.059353344820789904,0.20265615998527023,0.02011053361131264,0.4366093839061964,0.4390874755932085
0.3740929585858726,0.08781476076796532,0.017272436499326284,0.06783405297451735,0.020367406080004855,0.034265725991714624,0.0761954665516796,0.08403575845556911,0.3022642908972941,0.42884810766746195
0.34285441360873253,0.09694346877897356,0.21675388313412122,0.06363298991591897,0.03896868298810526,0.044887285164090865,0.042324870720125016,0.25095562352590456,0.17687000650189635,0.4757761341703328
0.14597062680226236,0.25826584783406414,0.30164352884716344,0.04100777324108973,0.05083952427175518,0.04980188955521456,0.12018195334860848,0.24911515523366348,0.06834337600742857,0.3995057614235662
0.20037819759940176,0.017456423836619,0.37920362621658177,0.028130052300904373,0.08409051360725854,0.0429549231390681,0.08325492237752598,0.054915885524336024,0.1895786198765214,0.46452056843003553
0.2697159470191183,0.12377818765221305,0.29619505753834374,0.04914458645493745,0.047038711998333385,0.06749696845742616,0.47052586725400986,0.14844964166221197,0.011276223038543125,0.555462279459041
0.2808267989832994,0.19255797170817607,0.11418199624573126,0.07514120961837881,0.06339641851144745,0.04732689711732576,0.07669617668109915,0.06559917657541503,0.016800510693529745,0.6444791656091112
0.1506953497952746,0.2080840589151991,0.04980554001036532,0.011567850060653632,0.016811501618517754,0.07618746924880684,0.1845545657209882,0.204837862133847,0.22774795662140762,0.3155943933351324
0.22325459458531888,0.3744192634689376,0.3073758670924208,0.03799132717879095,0.03147547809449492,0.01997005264379554,0.4338063045102365,0.06706525153097459,0.16509827486468487,0.11572498193734737
0.20117165250865118,0.299058315662097,0.3813350930371023,0.03520644112838503,0.04909021704519298,0.07732233875163234,0.30038691744770213,0.23413076170625652,0.3082101236603919,0.39710281210023757
0.015232109467614292,0.31530205472471345,0.24516475476172273,0.07359115968325779,0.04239507711671256,0.05073786763547952,0.11267210617266735,0.3806441905199538,0.41847404423428614,0.5278182900450763
0.30367413893003997,0.1352331047138274,0.19372297842461686,0.048121151951700296,0.04165892043088909,0.03025273488988623,0.2622670721100077,0.17532294495478212,0.25936954268718926,0.2993852540212334
0.34540366417760526,0.15317612304541156,0.0941236234583607,0.07174213607308627,0.0634962535243431,0.03409258864232075,0.36078953790683876,0.3826756936370496,0.16136445064959465,0.5274712716499503
